"
Ministero dell'Istruzione - Ufficio Scolastico Regionale per la Sicilia
Palermo;ISTITUTO COMPRENSIVO;PAIC83000N;I.C. PETRALIA SOPRANA;VIA G.L.SGADARI;90026;051;PETRALIA SOPRANA;PAIC83000N@istruzione.it;PAIC83000N@pec.istruzione.it;0921641202;83001030820
Palermo;ISTITUTO COMPRENSIVO;PAIC834001;I.C. ISOLA DELLE FEMMINE-F.RISO;VIA MANZONI,2;90040;042;ISOLA DELLE FEMMINE;PAIC834001@istruzione.it;PAIC834001@pec.istruzione.it;0918617232;97154380824
Palermo;ISTITUTO COMPRENSIVO;PAIC83600L;I.C. BAGHERIA - T. AIELLO;VIA  CONSOLARE 119;90011;045;BAGHERIA;PAIC83600L@istruzione.it;PAIC83600L@pec.istruzione.it;091902866;90007720825
Palermo;ISTITUTO COMPRENSIVO;PAIC83700C;I.C. RETTORE F.EVOLA;VIA BOMMARITO N,16;90041;044;BALESTRATE;PAIC83700C@istruzione.it;PAIC83700C@pec.istruzione.it;0918980071;80027700824
Palermo;ISTITUTO COMPRENSIVO;PAIC838008;"I.C.S. ""EMANUELE VENTIMIGLIA""";VIA  PLACIDO RIZZOTTO, 42/A;90031;045;BELMONTE MEZZAGNO;PAIC838008@istruzione.it;PAIC838008@pec.istruzione.it;0918729870;80018620825
Palermo;ISTITUTO COMPRENSIVO;PAIC839004;I.C. MARINEO - BOLOGNETTA;CORSO DEI MILLE N.2;90035;050;MARINEO;PAIC839004@istruzione.it;PAIC839004@pec.istruzione.it;0918725114;97169080823
Palermo;ISTITUTO COMPRENSIVO;PAIC840008;I.C. CAMPOREALE;P.ZA DELLE MIMOSE CENTRO NUOVO;90043;047;CAMPOREALE;PAIC840008@istruzione.it;PAIC840008@pec.istruzione.it;092437397;80048770822
Palermo;ISTITUTO COMPRENSIVO;PAIC84200X;I.C. CASTELDACCIA;VIA CARLO CATTANEO N. 80;90014;045;CASTELDACCIA;PAIC84200X@istruzione.it;PAIC84200X@pec.istruzione.it;091954299;90007610828
Palermo;ISTITUTO COMPRENSIVO;PAIC84300Q;I.C. ALTOFONTE - E. ARMAFORTE;VIALE EUROPA,5;90030;047;ALTOFONTE;PAIC84300Q@istruzione.it;PAIC84300Q@pec.istruzione.it;091437252;80022580825
Palermo;ISTITUTO COMPRENSIVO;PAIC84500B;I.C. GANGI - F. P. POLIZZANO;VIA S.LEONARDO;90024;051;GANGI;PAIC84500B@istruzione.it;PAIC84500B@pec.istruzione.it;0921644579;95005240825
Palermo;ISTITUTO COMPRENSIVO;PAIC846007;I.C. CINISI;VIA SACRAMENTO,3;90045;044;CINISI;PAIC846007@istruzione.it;PAIC846007@pec.istruzione.it;0918664152;97163700822
Palermo;ISTITUTO COMPRENSIVO;PAIC847003;I.C. ANTONINO CAPONNETTO -PA;VIA SOCRATE N. 11;90147;070;PALERMO;PAIC847003@istruzione.it;PAIC847003@pec.istruzione.it;091533124;97164800829
Palermo;ISTITUTO COMPRENSIVO;PAIC84800V;I.C. SFERRACAVALLO /ONORATO -PA;VIA TACITO,34;90148;070;PALERMO;PAIC84800V@istruzione.it;PAIC84800V@pec.istruzione.it;091532549;97165750825
Palermo;ISTITUTO COMPRENSIVO;PAIC84900P;I.C. BAGHERIA IV - ASPRA;VIA GROTTE;90011;045;BAGHERIA;PAIC84900P@istruzione.it;PAIC84900P@pec.istruzione.it;091943333;90016780828
Palermo;ISTITUTO COMPRENSIVO;PAIC85000V;"I.C. BISACQUINO ""MONS. G.BACILE";VIA  G. GENOVESE, 4;90032;049;BISACQUINO;PAIC85000V@istruzione.it;PAIC85000V@pec.istruzione.it;0918351522;92003110829
Palermo;ISTITUTO COMPRENSIVO;PAIC85100P;I.C. G.A.COLOZZA /BONFIGLIO-PA;VIA IMERA,32;90138;039;PALERMO;PAIC85100P@istruzione.it;PAIC85100P@pec.istruzione.it;091582068;80014460820
Palermo;ISTITUTO COMPRENSIVO;PAIC85200E;I.C. G. DI VITTORIO -PA;VIA DI VITTORIO,11;90121;041;PALERMO;PAIC85200E@istruzione.it;PAIC85200E@pec.istruzione.it;0916216635;97163370824
Palermo;ISTITUTO COMPRENSIVO;PAIC85300A;I.C. MANTEGNA /BONANNO -PA;VIA BOLOGNI,  4;90136;039;PALERMO;PAIC85300A@istruzione.it;PAIC85300A@pec.istruzione.it;0916680889;97164850824
Palermo;ISTITUTO COMPRENSIVO;PAIC854006;I.C. KAROL WOJTYLA  -PA;VIA DELL'ARSENALE,62;90142;069;PALERMO;PAIC854006@istruzione.it;PAIC854006@pec.istruzione.it;0916376671;97163040823
Palermo;ISTITUTO COMPRENSIVO;PAIC855002;I.C. RENATO GUTTUSO -PA;VIA MESSINA MARINE N.811;90121;041;PALERMO;PAIC855002@istruzione.it;PAIC855002@pec.istruzione.it;0916144932;97162970822
Palermo;ISTITUTO COMPRENSIVO;PAIC85600T;I.C. BOCCADIFALCO/TOMASI DI L.;VIA DOGALI;90135;043;PALERMO;PAIC85600T@istruzione.it;PAIC85600T@pec.istruzione.it;0916760335;80028350827
Palermo;ISTITUTO COMPRENSIVO;PAIC85800D;I.C.S. MARGHERITA DI NAVARRA;VIA PAPA GIOVANNI PAOLO II, SNC;90046;047;MONREALE;PAIC85800D@istruzione.it;PAIC85800D@pec.istruzione.it;0916535962;97164940823
Palermo;ISTITUTO COMPRENSIVO;PAIC859009;I.C. A. VENEZIANO-P. NOVELLI;VIA KENNEDY, 2;90046;047;MONREALE;PAIC859009@istruzione.it;PAIC859009@pec.istruzione.it;0916404455;97165120821
Palermo;ISTITUTO COMPRENSIVO;PAIC86000D;I.C. CARINI-VILLAGRAZIA GUTTUSO;VIA ISCHIA 65/67;90044;042;CARINI;PAIC86000D@istruzione.it;PAIC86000D@pec.istruzione.it;0918674901;97133130829
Palermo;ISTITUTO COMPRENSIVO;PAIC861009;I.C. CARINI - LAURA LANZA;VIA A. PRANO 72/74;90044;042;CARINI;PAIC861009@istruzione.it;PAIC861009@pec.istruzione.it;0918661056;80056780820
Palermo;ISTITUTO COMPRENSIVO;PAIC862005;I.C. MONTELEPRE-MANZONI;VIA MADONNA DEL CARMINE;90040;044;MONTELEPRE;PAIC862005@istruzione.it;PAIC862005@pec.istruzione.it;0918984230;80030250825
Palermo;ISTITUTO COMPRENSIVO;PAIC86400R;I.C. MONREALE - GUGLIELMO II;VIA B. D'ACQUISTO 33;90046;047;MONREALE;PAIC86400R@istruzione.it;PAIC86400R@pec.istruzione.it;0916404489;97165530821
Palermo;ISTITUTO COMPRENSIVO;PAIC86500L;I.C. BAGHERIA- IGNAZIO BUTTITTA;VIA  FLAVIO GIOIA, 4;90011;045;BAGHERIA;PAIC86500L@istruzione.it;PAIC86500L@pec.istruzione.it;091943343;90000850827
Palermo;ISTITUTO COMPRENSIVO;PAIC86900X;I.C. FALCONE /FONDO RAFFO -PA;VIA MARCHESE PENSABENE, 34;90146;070;PALERMO;PAIC86900X@istruzione.it;PAIC86900X@pec.istruzione.it;0916710763;80056520820
Palermo;ISTITUTO COMPRENSIVO;PAIC870004;I.C. LEONARDO SCIASCIA-PA;VIA FRANCESCO DE GOBBIS,13;90146;070;PALERMO;PAIC870004@istruzione.it;PAIC870004@pec.istruzione.it;091244310;80020100824
Palermo;ISTITUTO COMPRENSIVO;PAIC87100X;I.C. MICHELANGELO BUONARROTI-PA;VIA TEMBIEN,1;90135;043;PALERMO;PAIC87100X@istruzione.it;PAIC87100X@pec.istruzione.it;091221001;80026500829
Palermo;ISTITUTO COMPRENSIVO;PAIC87200Q;I.C. PADRE PINO PUGLISI-PA;VIA PANZERA,28;90124;041;PALERMO;PAIC87200Q@istruzione.it;PAIC87200Q@pec.istruzione.it;0916307402;80027180829
Palermo;ISTITUTO COMPRENSIVO;PAIC87300G;I.C. L.PIRANDELLO/B. ULIVIA -PA;VIA ORTIGIA, 19;90125;041;PALERMO;PAIC87300G@istruzione.it;PAIC87300G@pec.istruzione.it;091447736;97240050829
Palermo;ISTITUTO COMPRENSIVO;PAIC87400B;I.C PRINCIP. ELENA DI NAPOLI-PA;VIA USTICA 46;90135;043;PALERMO;PAIC87400B@istruzione.it;PAIC87400B@pec.istruzione.it;0916765738;80025540826
Palermo;ISTITUTO COMPRENSIVO;PAIC87700V;I.C. ANTONIO UGO -PA;VIA  ETTORE ARCULEO, 39;90135;039;PALERMO;PAIC87700V@istruzione.it;PAIC87700V@pec.istruzione.it;091211794;80020780823
Palermo;ISTITUTO COMPRENSIVO;PAIC87800P;I.C. GIUSEPPE VERDI -PA;VIA A. CASELLA N. 33/35;90145;043;PALERMO;PAIC87800P@istruzione.it;PAIC87800P@pec.istruzione.it;0916831487;80027450826
Palermo;ISTITUTO COMPRENSIVO;PAIC87900E;I.C. MANZONI /IMPASTATO - PA;VIA FILIPPO PARLATORE ,56;90145;043;PALERMO;PAIC87900E@istruzione.it;PAIC87900E@pec.istruzione.it;0916823926;80014540829
Palermo;ISTITUTO COMPRENSIVO;PAIC88000P;I.C. PARTINICO CASSARA' - GUIDA;VIA SCIOPERO ALLA ROVESCIA, 8;90047;044;PARTINICO;PAIC88000P@istruzione.it;PAIC88000P@pec.istruzione.it;0917296754;97113460824
Palermo;ISTITUTO COMPRENSIVO;PAIC88100E;I.C. PIANA DEGLI ALBANESI;VIA PIETRA DI MARIA;90037;047;PIANA DEGLI ALBANESI;PAIC88100E@istruzione.it;PAIC88100E@pec.istruzione.it;0918561000;80023960828
Palermo;ISTITUTO COMPRENSIVO;PAIC88200A;I.C. PRIZZI;VIA FOSSA DELLA NEVE;90038;049;PRIZZI;PAIC88200A@istruzione.it;PAIC88200A@pec.istruzione.it;0918345040;93003370827
Palermo;ISTITUTO COMPRENSIVO;PAIC884002;IST. COMPRENS SAN GIUSEPPE JATO;CONTRADA MORTILLI SNC;90048;047;SAN GIUSEPPE JATO;PAIC884002@istruzione.it;PAIC884002@pec.istruzione.it;0918579953;97167430822
Palermo;ISTITUTO COMPRENSIVO;PAIC88500T;I.C. SANTA FLAVIA - K. WOJTYLA;CORSO VITTORIO EMANUELE ORLANDO, 156;90017;045;SANTA FLAVIA;PAIC88500T@istruzione.it;PAIC88500T@pec.istruzione.it;091947060;90007530828
Palermo;ISTITUTO COMPRENSIVO;PAIC88600N;I.C. TERMINI-BALSAMO/PANDOLFINI;SALITA SAN GIROLAMO, SNC;90018;046;TERMINI IMERESE;PAIC88600N@istruzione.it;PAIC88600N@pec.istruzione.it;0918111808;87000950821
Palermo;ISTITUTO COMPRENSIVO;PAIC88700D;I.C. TERRASINI - GIOVANNI XXIII;VIALE GIUSEPPE CONSIGLIO, 01;90049;044;TERRASINI;PAIC88700D@istruzione.it;PAIC88700D@pec.istruzione.it;0918619723;80025710825
Palermo;ISTITUTO COMPRENSIVO;PAIC888009;IC. TRABIA -GIOVANNI XXIII;VIA PIERSANTI MATTARELLA, 9;90019;046;TRABIA;PAIC888009@istruzione.it;PAIC888009@pec.istruzione.it;091544510;87001090825
Palermo;ISTITUTO COMPRENSIVO;PAIC890009;I.C. POLITEAMA -PA;PIAZZA CASTELNUOVO, 40;90141;069;PALERMO;PAIC890009@istruzione.it;PAIC890009@pec.istruzione.it;091331037;97163050822
Palermo;ISTITUTO COMPRENSIVO;PAIC892001;"I.C.S "" MATTARELLA -BONAGIA""";VIA DEL CASTORO, 13;90125;041;PALERMO;PAIC892001@istruzione.it;PAIC892001@pec.istruzione.it;091444138;97014380824
Palermo;ISTITUTO COMPRENSIVO;PAIC89300R;I.C. G. MARCONI -PA;VIA  GEN. A DI GIORGI, 4;90143;069;PALERMO;PAIC89300R@istruzione.it;PAIC89300R@pec.istruzione.it;0916255080;97239750827
Palermo;ISTITUTO COMPRENSIVO;PAIC897004;I.C. GIULIANA SALADINO - PA;VIA BARISANO DA TRANI, 7 - 9;90145;043;PALERMO;PAIC897004@istruzione.it;PAIC897004@pec.istruzione.it;0916734993;80013800828
Palermo;ISTITUTO COMPRENSIVO;PAIC89800X;I.C. RITA BORSELLINO;VIA G .F. INGRASSIA 33;90123;069;PALERMO;PAIC89800X@istruzione.it;PAIC89800X@pec.istruzione.it;0916164473;80016560825
Palermo;ISTITUTO COMPRENSIVO;PAIC89900Q;I.C. ABBA /ALIGHIERI -PA;VIA RUGGERO MARTURANO 77/79;90142;069;PALERMO;PAIC89900Q@istruzione.it;PAIC89900Q@pec.istruzione.it;0916374806;97239910827
Palermo;ISTITUTO COMPRENSIVO;PAIC8A000C;I.C. RITA LEVI MONTALCINI -PA;PIAZZA S.PAOLO, N.4;90135;043;PALERMO;PAIC8A000C@istruzione.it;PAIC8A000C@pec.istruzione.it;091311054;80013220829
Palermo;ISTITUTO COMPRENSIVO;PAIC8A1008;I.C. LUIGI CAPUANA -PA;VIA ALESSIO NARBONE, 55;90138;039;PALERMO;PAIC8A1008@istruzione.it;PAIC8A1008@pec.istruzione.it;0916511733;80012800829
Palermo;ISTITUTO COMPRENSIVO;PAIC8A2004;I.C. SILVIO BOCCONE -PA;VIA DEL VESPRO,72;90127;039;PALERMO;PAIC8A2004@istruzione.it;PAIC8A2004@pec.istruzione.it;0916164215;80020000826
Palermo;ISTITUTO COMPRENSIVO;PAIC8A300X;I.C. MONREALE - F. MORVILLO;VIA B. GIORDANO, 10;90046;047;MONREALE;PAIC8A300X@istruzione.it;PAIC8A300X@pec.istruzione.it;0916405406;97163340827
Palermo;ISTITUTO COMPRENSIVO;PAIC8A400Q;I.C. CAPACI - BIAGIO SICILIANO;CORSO ISOLA DELLE FEMMINE 11;90040;042;CAPACI;PAIC8A400Q@istruzione.it;PAIC8A400Q@pec.istruzione.it;0918671293;97291540827
Palermo;ISTITUTO COMPRENSIVO;PAIC8A500G;I.C.  ROSARIO LIVATINO;CORTILE GIALLOMBARDO SNC;90010;045;FICARAZZI;PAIC8A500G@istruzione.it;PAIC8A500G@pec.istruzione.it;0916360746;90018650821
Palermo;ISTITUTO COMPRENSIVO;PAIC8A600B;I.C. TERMINI I. - TISIA D'IMERA;VIA DEL MAZZIERE;90018;046;TERMINI IMERESE;PAIC8A600B@istruzione.it;PAIC8A600B@pec.istruzione.it;0918143050;96024790824
Palermo;ISTITUTO COMPRENSIVO;PAIC8A7007;I.C. PRIVITERA/POLIZZI;VIA PRINCIPE UMBERTO N.305;90047;044;PARTINICO;PAIC8A7007@istruzione.it;PAIC8A7007@pec.istruzione.it;091202206;97317790828
Palermo;ISTITUTO COMPRENSIVO;PAIC8A8003;I.C. CASA DEL FANCIULLO;VIA LIBERTA';90047;044;PARTINICO;PAIC8A8003@istruzione.it;PAIC8A8003@pec.istruzione.it;0918906785;97317820823
Palermo;ISTITUTO COMPRENSIVO;PAIC8A900V;G. VASI;VIA DON G. COLLETTO;90034;049;CORLEONE;PAIC8A900V@istruzione.it;PAIC8A900V@pec.istruzione.it;0918463040;97326700826
Palermo;ISTITUTO COMPRENSIVO;PAIC8AA008;I.C. CRUILLAS -PA;VIA SALERNO,19;90146;070;PALERMO;PAIC8AA008@istruzione.it;PAIC8AA008@pec.istruzione.it;091220879;97154310821
Palermo;ISTITUTO COMPRENSIVO;PAIC8AB004;I.C. RITA ATRIA -PA;LARGO CAVALIERI DI MALTA,9;90133;039;PALERMO;PAIC8AB004@istruzione.it;PAIC8AB004@pec.istruzione.it;091321317;97239980820
Palermo;ISTITUTO COMPRENSIVO;PAIC8AC00X;I.C. SCINA'/COSTA -PA;VIA LI BASSI 60;90128;041;PALERMO;PAIC8AC00X@istruzione.it;PAIC8AC00X@pec.istruzione.it;091486725;97251100828
Palermo;ISTITUTO COMPRENSIVO;PAIC8AD00Q;I.C. LOMBARDO RADICE -PA;C.SO CALATAFIMI 241/A;90129;039;PALERMO;PAIC8AD00Q@istruzione.it;PAIC8AD00Q@pec.istruzione.it;091422967;97251390825
Palermo;ISTITUTO COMPRENSIVO;PAIC8AF00B;I.C. CACCAMO - G. BARBERA;VIA ORTO DEGLI ANGELI;90012;046;CACCAMO;PAIC8AF00B@istruzione.it;PAIC8AF00B@pec.istruzione.it;0918148210;96021840820
Palermo;ISTITUTO COMPRENSIVO;PAIC8AG007;I.C. CARINI-CALDERONE/TORRETTA;VIA EMILIA,1;90044;042;CARINI;PAIC8AG007@istruzione.it;PAIC8AG007@pec.istruzione.it;0918661303;80029730829
Palermo;ISTITUTO COMPRENSIVO;PAIC8AH003;I.C. CASTELBUONO-F.MINA'PALUMBO;VIA SANDRO PERTINI, 40;90013;048;CASTELBUONO;PAIC8AH003@istruzione.it;PAIC8AH003@pec.istruzione.it;0921671165;82000530822
Palermo;ISTITUTO COMPRENSIVO;PAIC8AJ008;I.C. CEFALU' - NICOLA BOTTA;VIA ENRICO FERMI, 4;90015;048;CEFALU';PAIC8AJ008@istruzione.it;PAIC8AJ008@pec.istruzione.it;0921421242;82000590826
Palermo;ISTITUTO COMPRENSIVO;PAIC8AK004;I.C. L.DA VINCI /G.CARDUCCI -PA;VIA FERDINANDO DI GIORGI 48;90145;043;PALERMO;PAIC8AK004@istruzione.it;PAIC8AK004@pec.istruzione.it;091401313;80012580827
Palermo;ISTITUTO COMPRENSIVO;PAIC8AL00X;I.C. GIOVANNI XXIII /PIAZZI -PA;VIA MARIO RUTELLI, 50;90143;069;PALERMO;PAIC8AL00X@istruzione.it;PAIC8AL00X@pec.istruzione.it;091343733;97279060822
Palermo;ISTITUTO COMPRENSIVO;PAIC8AM00Q;I.C. GIOTTO /CIPOLLA;VIA GIOTTO N.41;90145;043;PALERMO;PAIC8AM00Q@istruzione.it;PAIC8AM00Q@pec.istruzione.it;091225333;97279220822
Palermo;ISTITUTO COMPRENSIVO;PAIC8AN00G;I.C. ALBERICO GENTILI -PA;VIA F.LO IACONO, 1;90144;043;PALERMO;PAIC8AN00G@istruzione.it;PAIC8AN00G@pec.istruzione.it;0916251761;80012620821
Palermo;ISTITUTO COMPRENSIVO;PAIC8AP007;I.C. M.RAPISARDI /GARIBALDI -PA;VIA CALTANISSETTA 27;90141;043;PALERMO;PAIC8AP007@istruzione.it;PAIC8AP007@pec.istruzione.it;0916260510;80022700829
Palermo;ISTITUTO COMPRENSIVO;PAIC8AQ003;I.C. UDITORE /SETTI CARRARO -PA;VIA TIEPOLO N.4;90145;043;PALERMO;PAIC8AQ003@istruzione.it;PAIC8AQ003@pec.istruzione.it;091205442;80019860826
Palermo;ISTITUTO COMPRENSIVO;PAIC8AR00V;I.C. GIUSEPPE SCELSA -PA;VIA VILLANI, 40;90129;041;PALERMO;PAIC8AR00V@istruzione.it;PAIC8AR00V@pec.istruzione.it;0917798925;80019800822
Palermo;ISTITUTO COMPRENSIVO;PAIC8AS004;I.C.  VITTORIO EMANUELE III -PA;VIA CESARE TERRANOVA N. 93;90131;041;PALERMO;PAIC8AS004@istruzione.it;PAIC8AS004@pec.istruzione.it;0916605017;80018260820
Palermo;ISTITUTO COMPRENSIVO;PAIC8AT00X;I.C. SPERONE / PERTINI -PA;VIA GIANNOTTA, 4;90121;041;PALERMO;PAIC8AT00X@istruzione.it;PAIC8AT00X@pec.istruzione.it;091478848;80048990826
Palermo;ISTITUTO COMPRENSIVO;PAIC8AU00Q;I.C. PESTALOZZI/CAVOUR-PA;VIA CROCIFISSO A PIETRATAGLIATA,7D;90135;039;PALERMO;PAIC8AU00Q@istruzione.it;PAIC8AU00Q@pec.istruzione.it;091421679;80057080824
Palermo;ISTITUTO COMPRENSIVO;PAIC8AV00G;I.C. MAREDOLCE - PA;VIA FICHIDINDIA, 6;90124;041;PALERMO;PAIC8AV00G@istruzione.it;PAIC8AV00G@pec.istruzione.it;091447988;80013640828
Palermo;ISTITUTO COMPRENSIVO;PAIC8AW00B;I.C.PARTINICO ARCHIMEDE/LA FATA;VIALE DELLA REGIONE, 32;90047;044;PARTINICO;PAIC8AW00B@istruzione.it;PAIC8AW00B@pec.istruzione.it;0916467838;80028840827
Palermo;ISTITUTO COMPRENSIVO;PAIC8AX007;I.C. I. FLORIO - S. LORENZO -PA;VIA F.PPO DI GIOVANNI, 88;90146;070;PALERMO;PAIC8AX007@istruzione.it;PAIC8AX007@pec.istruzione.it;0916881777;80017320823
Palermo;ISTITUTO COMPRENSIVO;PAIC8AY003;I.C. MONTEGRAPPA /R. SANZIO-PA;VIA ERNESTO BASILE 170;90128;041;PALERMO;PAIC8AY003@istruzione.it;PAIC8AY003@pec.istruzione.it;091484817;80026740821
Palermo;ISTITUTO COMPRENSIVO;PAIC8AZ00V;I.C. RUSSO / RACITI - PA;VIA TINDARI , 52;90135;043;PALERMO;PAIC8AZ00V@istruzione.it;PAIC8AZ00V@pec.istruzione.it;0916730533;80047400827
Palermo;ISTITUTO COMPRENSIVO;PAIC8BA00V;CARDUCCI GRAMSCI;VIA  CLAUDIO TRAINA 4;90011;045;BAGHERIA;PAIC8BA00V@istruzione.it;PAIC8BA00V@pec.istruzione.it;091964430;90022290820
Palermo;ISTITUTO COMPRENSIVO;PAIC8BB00P;MANERI INGRASSIA-DON MILANI;PASSAGGIO DEI PICCIOTTI, 3;90123;041;PALERMO;PAIC8BB00P@istruzione.it;PAIC8BB00P@pec.istruzione.it;091476364;97343610826
Palermo;ISTITUTO COMPRENSIVO;PAIC8BC00E;I.C. G. FALCONE - CARINI -;CORSO UMBERTO PRIMO, N.8;90044;042;CARINI;PAIC8BC00E@istruzione.it;PAIC8BC00E@pec.istruzione.it;0918661302;97343620825
Palermo;ISTITUTO COMPRENSIVO;PAIC8BD00A;COLLESANO;VIA DELLA FIERA SNC;90016;048;COLLESANO;PAIC8BD00A@istruzione.it;PAIC8BD00A@pec.istruzione.it;0921664544;96033110824
Palermo;ISTITUTO SUPERIORE;PAIS00100T;IS G. UGDULENA;VIA  DEL MAZZIERE;90018;046;TERMINI IMERESE;PAIS00100T@istruzione.it;PAIS00100T@pec.istruzione.it;0918145643;87001110821
Palermo;ISTITUTO SUPERIORE;PAIS00200N;MANDRALISCA;VIA MAESTRO VINCENZO PINTORNO N.27;90015;048;CEFALU';PAIS00200N@istruzione.it;PAIS00200N@pec.istruzione.it;0921421695;82000270825
Palermo;ISTITUTO SUPERIORE;PAIS004009;UGO MURSIA;VIA TRATTATI DI ROMA, 6;90044;042;CARINI;PAIS004009@istruzione.it;PAIS004009@pec.istruzione.it;0918660099;97039720822
Palermo;ISTITUTO SUPERIORE;PAIS00700R;IIS - LUIGI FAILLA TEDALDI;CONTRADA ROSARIO  SNC;90013;048;CASTELBUONO;PAIS00700R@istruzione.it;PAIS00700R@pec.istruzione.it;0921671453;91002040821
Palermo;ISTITUTO SUPERIORE;PAIS00800L;EMANUELE BASILE - MARIO D'ALEO;VIA BIAGIO GIORDANO, 14;90046;047;MONREALE;PAIS00800L@istruzione.it;PAIS00800L@pec.istruzione.it;0916404450;97164890820
Palermo;ISTITUTO SUPERIORE;PAIS00900C;IS DON G. COLLETTO;VIA SALVATORE CUSIMANO S.N.C.;90034;049;CORLEONE;PAIS00900C@istruzione.it;PAIS00900C@pec.istruzione.it;0918464242;92003160824
Palermo;ISTITUTO SUPERIORE;PAIS01100C;I.I.S.S. LERCARA FRIDDI;VIALE PIETRO SCAGLIONE N.24;90025;050;LERCARA FRIDDI;PAIS01100C@istruzione.it;PAIS01100C@pec.istruzione.it;0918213969;97173690823
Palermo;ISTITUTO SUPERIORE;PAIS013004;IISS STENIO;VIA E.FERMI;90018;046;TERMINI IMERESE;PAIS013004@istruzione.it;PAIS013004@pec.istruzione.it;0918145597;96002330825
Palermo;ISTITUTO SUPERIORE;PAIS01400X;DON CALOGERO DI VINCENTI;VIA       SALERNO;90032;049;BISACQUINO;PAIS01400X@istruzione.it;PAIS01400X@pec.istruzione.it;0918351279;92003140826
Palermo;ISTITUTO SUPERIORE;PAIS01600G;"IS ""MAJORANA""";VIA        ASTORINO 56;90146;070;PALERMO;PAIS01600G@istruzione.it;PAIS01600G@pec.istruzione.it;091518094;80015300827
Palermo;ISTITUTO SUPERIORE;PAIS01700B;G. SALERNO;VIA ROCCO CHINNICI S.N.;90024;051;GANGI;PAIS01700B@istruzione.it;PAIS01700B@pec.istruzione.it;0921501229;95005290820
Palermo;ISTITUTO SUPERIORE;PAIS018007;I.I.S. P. DOMINA PETRALIA SOTTANA;PIAZZA     DOMINA 22;90027;051;PETRALIA SOTTANA;PAIS018007@istruzione.it;PAIS018007@pec.istruzione.it;0921641013;83000830824
Palermo;ISTITUTO SUPERIORE;PAIS021003;ISTITUTO SUPERIORE DANILO DOLCI;VIA GOFFREDO MAMELI N. 4;90047;044;PARTINICO;PAIS021003@istruzione.it;PAIS021003@pec.istruzione.it;0918901103;80023890827
Palermo;ISTITUTO SUPERIORE;PAIS02200V;JACOPO DEL DUCA - DIEGO BIANCA AMATO;VIA  PIETRAGROSSA  N. 68/70;90015;048;CEFALU';PAIS02200V@istruzione.it;PAIS02200V@pec.istruzione.it;0921421415;82000410827
Palermo;ISTITUTO SUPERIORE;PAIS02300P;F. FERRARA;VIA        SGARLATA 11;90133;069;PALERMO;PAIS02300P@istruzione.it;PAIS02300P@pec.istruzione.it;091332721;80019080821
Palermo;ISTITUTO SUPERIORE;PAIS02400E;E. MEDI;VIA   LEONARDO DA VINCI, 364;90135;043;PALERMO;PAIS02400E@istruzione.it;PAIS02400E@pec.istruzione.it;091405108;97021760828
Palermo;ISTITUTO SUPERIORE;PAIS026006;ISTITUTO SUPERIORE STATALE MARIO RUTELLI;PIAZZALE GIANGIACOMO CIACCIO MONTALTO N.3;90131;041;PALERMO;PAIS026006@istruzione.it;PAIS026006@pec.istruzione.it;0916684134;97044790828
Palermo;ISTITUTO SUPERIORE;PAIS027002;A. VOLTA;PASSAGGIO  DEI PICCIOTTI 1;90123;041;PALERMO;PAIS027002@istruzione.it;PAIS027002@pec.istruzione.it;0916494211;80016540827
Palermo;ISTITUTO SUPERIORE;PAIS02800T;E ASCIONE;VIA        CENTURIPE 11;90135;043;PALERMO;PAIS02800T@istruzione.it;PAIS02800T@pec.istruzione.it;0916734888;80018160822
Palermo;ISTITUTO SUPERIORE;PAIS02900N;DUCA ABRUZZI - LIBERO GRASSI;VIA FAZIO N. 1;90143;069;PALERMO;PAIS02900N@istruzione.it;PAIS02900N@pec.istruzione.it;091547003;80017620826
Palermo;ISTITUTO SUPERIORE;PAIS03200D;DAMIANI ALMEYDA - FRANCESCO CRISPI;LARGO MARIO MINEO,14;90145;039;PALERMO;PAIS03200D@istruzione.it;PAIS03200D@pec.istruzione.it;0916822774;97291560825
Palermo;ISTITUTO SUPERIORE;PAIS033009;V.RAGUSA E OTAMA KIYOHARA - F.PARLATORE;P.ZZA  G. TURBA,     71;90129;041;PALERMO;PAIS033009@istruzione.it;PAIS033009@pec.istruzione.it;091486092;80016820823
Palermo;ISTITUTO SUPERIORE;PAIS034005;ISTITUTO SUPERIORE O.M.CORBINO PARTINICO;VIA VERONA N.2;90047;044;PARTINICO;PAIS034005@istruzione.it;PAIS034005@pec.istruzione.it;0918902015;97308540828
Palermo;ISTITUTO SUPERIORE;PAIS03600R;"I.I.S.S. "" GIOENI -  TRABIA """;VIA  VITTORIO EMANUELE , 27;90133;069;PALERMO;PAIS03600R@istruzione.it;PAIS03600R@pec.istruzione.it;091585089;97308550827
Palermo;ISTITUTO SUPERIORE;PAIS03700L;L.EINAUDI-PARETO;VIA BRIGATA VERONA 5;90144;070;PALERMO;PAIS03700L@istruzione.it;PAIS03700L@pec.istruzione.it;091515921;97317830822
Palermo;ISTITUTO SUPERIORE;PAIS03800C;PIO LA TORRE;VIA NINA SICILIANA N. 22;90135;039;PALERMO;PAIS03800C@istruzione.it;PAIS03800C@pec.istruzione.it;0916521539;97335400822
